id,tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel
3902,11,0,2,0,F,0,877.2682488,Broker,A,House,18,low,white,42,2015,98006,0
3903,2,0,1,5,M,1,911.1356944,Phone,C,Tenant,17,low,red,28,2015,15018,1
3904,5,0,2,1,M,1,928.4775072,Broker,A,Tenant,8,high,blue,35,2015,15025,0
3905,13,0,1,0,F,1,870.6749042,Phone,A,Condo,15,high,white,47,2015,85026,0
3906,6,0,1,1,F,1,840.4866698,Broker,C,House,13,high,red,32,2015,98032,0
3907,14,1,3,0,M,0,979.0723413,Broker,C,House,13,high,white,43,2015,15010,0
3908,16,0,2,1,M,1,861.4318246,Phone,B,House,11,low,white,40,2015,80015,0
3909,11,0,4,0,F,0,948.8057257,Phone,C,House,10,high,blue,52,2015,85055,1
3910,15,0,3,2,M,1,796.1472663,Phone,C,House,19,high,red,51,2015,80016,1
3911,14,0,3,0,M,0,1045.386652,Phone,A,Condo,22,high,white,43,2015,20132,1
3912,16,0,1,0,M,1,819.4608825,Broker,C,House,12,high,yellow,55,2015,80024,0
3913,7,0,1,0,M,1,1003.126943,Phone,A,Tenant,15,high,yellow,31,2015,15054,0
3914,16,0,1,0,F,0,841.1569891,Broker,B,House,19,high,white,52,2015,15044,0
3915,16,0,1,3,F,1,878.7796395,Broker,C,Tenant,15,high,white,40,2015,85044,0
3916,8,0,2,0,F,1,898.3915606,Phone,A,Tenant,13,high,blue,37,2015,85025,1
3917,6,0,3,0,F,1,812.425241,Broker,B,Tenant,14,high,red,31,2015,15033,0
3918,14,0,3,3,F,1,972.1665265,Broker,B,Tenant,16,high,red,37,2015,85069,1
3919,12,1,1,9,M,1,821.3770777,Broker,B,House,12,medium,white,62,2015,98010,0
3920,4,0,2,0,M,1,837.9140513,Phone,C,Tenant,12,high,red,22,2015,80016,0
3921,4,0,3,4,F,1,931.9918987,Online,C,Tenant,11,high,yellow,28,2015,50025,0
3922,14,1,1,3,M,1,940.6698142,Online,B,Tenant,15,high,blue,43,2015,50051,0
3923,2,0,2,0,F,1,867.4499245,Broker,A,House,17,high,yellow,34,2015,15024,0
3924,18,0,1,4,F,1,945.9942621,Phone,B,House,11,high,blue,54,2015,98021,0
3925,14,0,2,0,M,1,927.1204754,Broker,A,House,12,medium,white,43,2015,80046,0
3926,19,0,2,2,M,1,925.6558133,Broker,B,House,15,high,blue,51,2015,80027,0
3927,13,0,3,3,F,1,970.0902944,Broker,C,Condo,17,medium,white,38,2015,15009,0
3928,16,0,4,5,F,1,919.5947397,Broker,C,Condo,8,high,white,48,2015,85073,0
3929,11,0,7,3,F,1,973.0136717,Broker,A,House,14,high,white,59,2015,85046,0
3930,13,0,2,1,F,1,899.5888999,Broker,C,House,12,high,blue,48,2015,85008,0
3931,19,1,2,2,M,1,900.6346122,Phone,C,Condo,14,high,red,47,2015,50027,0
3932,19,0,3,1,M,1,879.9482219,Broker,A,House,16,high,yellow,42,2015,85072,0
3933,13,0,3,2,F,1,910.2502329,Broker,C,House,15,medium,white,56,2015,80023,0
3934,16,1,4,4,M,1,908.3567132,Phone,A,House,15,high,white,40,2015,80035,0
3935,18,0,1,0,F,0,965.2692698,Phone,C,House,12,medium,red,45,2015,15003,1
3936,14,0,1,1,F,0,960.3778544,Phone,B,House,15,high,blue,51,2015,85062,0
3937,13,0,2,2,F,1,967.1168948,Phone,B,Condo,18,high,red,50,2015,85069,0
3938,19,0,2,0,M,0,908.3254768,Phone,A,House,16,high,white,65,2015,50009,0
3939,4,1,5,1,M,0,868.1012905,Broker,C,House,10,medium,blue,27,2015,50025,0
3940,13,0,2,11,F,1,796.6691824,Broker,C,House,18,medium,white,61,2015,50038,1
3941,24,0,4,3,F,1,880.0594333,Phone,A,House,17,high,white,60,2015,15042,0
3942,15,0,1,2,M,0,941.3224623,Phone,C,House,13,high,white,39,2015,15021,0
3943,1,0,1,0,M,0,847.6260242,Broker,C,Condo,11,low,blue,32,2015,15003,0
3944,10,1,3,0,M,1,921.9185023,Broker,A,House,11,low,red,40,2015,50048,0
3945,3,1,1,6,M,1,902.4248456,Online,C,Tenant,13,medium,white,23,2015,15021,0
3946,5,0,1,0,M,0,922.7740889,Broker,B,House,18,high,yellow,31,2015,15003,0
3947,12,0,1,0,F,0,773.7080483,Broker,B,Tenant,19,high,red,38,2015,50039,0
3948,3,0,1,0,M,0,1081.90487,Broker,B,House,19,medium,red,30,2015,15012,0
3949,21,0,4,2,M,0,992.3788726,Phone,A,House,13,medium,white,63,2015,85075,0
3950,15,0,2,8,M,1,940.7506208,Broker,C,Tenant,16,high,yellow,42,2015,20153,0
3951,16,1,2,4,F,1,984.8918303,Phone,A,Tenant,21,high,white,59,2015,15033,0
3952,11,0,2,0,F,0,943.2606066,Online,C,Condo,18,high,white,56,2015,15025,1
3953,4,0,1,2,F,1,993.3137419,Broker,C,House,15,high,white,27,2015,80020,1
3954,12,0,3,1,M,0,823.8004101,Phone,C,Condo,18,medium,red,44,2015,15051,0
3955,12,0,1,0,F,1,993.6474519,Broker,B,House,14,medium,yellow,41,2015,85013,1
3956,14,0,7,5,M,1,1024.146938,Phone,A,House,8,medium,blue,38,2015,50026,1
3957,8,0,2,0,F,1,850.3738115,Broker,B,Tenant,22,high,red,44,2015,80003,0
3958,12,1,4,0,F,1,932.8758161,Phone,A,House,18,high,white,54,2015,15021,1
3959,11,0,5,2,M,1,879.4029034,Broker,B,House,21,high,red,45,2015,98021,0
3960,3,0,1,1,F,0,799.6432743,Broker,C,House,8,high,white,32,2015,50013,0
3961,15,1,2,0,M,0,968.2364279,Broker,A,Condo,11,high,yellow,46,2015,85055,0
3962,15,0,2,0,M,0,801.4926248,Phone,C,House,14,medium,white,45,2015,15024,0
3963,16,1,1,1,F,1,851.6612115,Phone,C,Condo,18,high,white,100,2015,80028,0
3964,9,0,4,1,M,0,890.689704,Broker,A,Tenant,19,medium,red,37,2015,50049,1
3965,17,0,1,3,F,1,799.0848021,Broker,B,Condo,8,high,blue,47,2015,15001,0
3966,14,1,2,4,F,1,987.5086867,Phone,A,House,16,high,white,53,2015,20144,1
3967,2,0,3,0,M,1,965.7848448,Phone,A,House,18,high,white,26,2015,15012,0
3968,5,0,1,1,M,1,886.4223921,Broker,B,House,23,medium,blue,51,2015,50021,0
3969,6,0,1,2,M,1,887.833548,Phone,C,House,6,high,white,36,2015,50047,0
3970,15,0,2,0,M,1,806.9577785,Broker,B,Tenant,13,high,white,64,2015,85026,0
3971,18,0,1,1,F,1,903.3710366,Phone,C,House,16,low,white,60,2015,80101,1
3972,14,0,1,0,F,0,889.6987076,Broker,C,Tenant,12,high,red,47,2015,80033,0
3973,14,0,1,4,F,1,964.4041368,Phone,A,Condo,22,low,blue,42,2015,80024,1
3974,10,0,1,1,M,1,905.2860861,Phone,C,Condo,13,medium,white,44,2015,85051,0
3975,15,0,2,4,F,1,861.0623975,Phone,C,House,19,high,white,58,2015,85077,0
3976,14,0,2,1,F,0,1017.133636,Phone,C,House,17,low,white,47,2015,80033,0
3977,10,0,2,1,M,1,970.4560892,Phone,A,House,12,low,red,38,2015,85079,1
3978,13,0,1,4,M,1,936.8138018,Broker,A,House,19,high,blue,44,2015,80028,1
3979,3,0,1,4,F,1,904.604879,Broker,C,House,17,high,red,33,2015,80012,0
3980,25,1,3,5,F,1,914.1372003,Broker,A,Condo,17,high,blue,43,2015,15001,0
3981,2,0,3,1,F,0,883.7702561,Broker,C,Tenant,13,high,red,33,2015,98006,0
3982,18,0,1,0,F,0,915.5650637,Broker,B,Tenant,17,high,blue,40,2015,98011,0
3983,15,0,1,3,M,1,734.4590118,Broker,C,Tenant,12,low,red,48,2015,98009,0
3984,13,1,1,1,F,1,806.3799405,Phone,A,House,21,high,blue,45,2015,15003,1
3985,18,1,3,1,M,1,967.4343218,Broker,C,Condo,13,high,red,47,2015,50048,0
3986,0,1,2,1,F,1,796.1400694,Online,C,Condo,14,high,red,22,2015,85007,0
3987,0,0,1,3,F,1,822.398263,Online,C,House,16,medium,red,38,2015,50027,1
3988,14,0,2,2,F,1,867.815161,Broker,C,House,16,high,yellow,56,2015,85037,0
3989,2,0,2,2,M,1,868.954912,Broker,C,Tenant,19,low,white,35,2015,50026,1
3990,12,0,2,1,M,1,895.3196578,Phone,C,Condo,8,medium,red,42,2015,50035,0
3991,17,0,1,1,M,1,913.3274583,Broker,C,Tenant,13,high,yellow,56,2015,15051,0
3992,19,0,2,1,F,1,922.2858241,Broker,C,Condo,12,medium,red,43,2015,85078,1
3993,6,0,3,0,M,0,947.9901955,Phone,A,House,11,high,white,33,2015,85074,0
3994,17,1,2,7,F,1,870.548079,Broker,B,Condo,13,high,red,41,2015,50021,1
3995,6,0,3,0,F,1,864.792647,Broker,C,House,10,low,blue,26,2015,15057,0
3996,15,1,1,10,M,1,911.9049172,Online,B,Tenant,15,low,white,42,2015,50005,1
3997,24,0,1,3,F,1,937.8305703,Phone,C,Tenant,20,high,blue,42,2015,80031,0
3998,5,0,1,2,F,1,967.5327949,Phone,C,House,11,high,white,35,2015,15053,0
3999,3,0,2,0,M,1,783.802253,Broker,B,Condo,18,high,blue,30,2015,85013,1
4000,16,0,1,2,M,1,910.3246245,Phone,A,Condo,11,high,white,50,2015,85075,0
4001,6,0,3,0,F,0,831.5559846,Online,C,Tenant,17,medium,white,24,2015,50021,1
4002,0,0,2,0,M,0,915.5675479,Online,C,House,18,high,blue,23,2015,85028,1
4003,5,0,3,0,M,0,1048.009237,Broker,B,House,13,medium,blue,40,2015,80028,0
4004,3,0,1,1,M,1,893.0780057,Phone,A,House,15,high,white,27,2015,80027,0
4005,3,0,2,1,F,1,895.4388022,Broker,C,Condo,25,high,white,36,2015,85037,0
4006,13,0,2,0,F,0,1024.854587,Broker,C,Tenant,11,high,blue,73,2015,15003,0
4007,14,0,3,0,F,1,896.9321555,Phone,A,Tenant,20,high,blue,50,2015,50001,0
4008,5,0,1,0,M,0,1136.803029,Online,A,Condo,11,low,red,28,2015,15051,1
4009,14,0,1,1,F,1,777.5123633,Phone,B,House,14,high,blue,65,2015,80015,0
4010,0,0,1,0,M,0,871.9847713,Online,C,House,17,medium,blue,23,2015,15020,0
4011,5,0,1,0,F,0,913.9890904,Broker,C,House,12,low,red,35,2015,15057,0
4012,12,0,3,0,M,1,914.592074,Broker,A,House,19,high,white,41,2015,85065,0
4013,19,0,3,2,F,1,992.1259505,Phone,B,House,13,high,white,57,2015,50028,1
4014,8,0,2,2,F,1,878.3040759,Broker,B,House,16,high,red,48,2015,15053,0
4015,7,0,2,0,F,1,788.8203182,Phone,C,House,17,medium,red,27,2015,50055,0
4016,11,1,1,1,F,1,819.4091964,Phone,C,House,24,high,blue,57,2015,98022,0
4017,6,0,1,2,F,1,752.2232717,Phone,C,House,18,high,blue,52,2015,15025,0
4018,4,0,3,0,F,1,807.000428,Phone,B,Condo,12,medium,red,35,2015,80012,1
4019,5,0,1,0,F,1,980.1760164,Phone,A,Condo,11,low,white,31,2015,80101,1
4020,13,0,1,0,F,0,941.2689256,Phone,B,House,14,medium,white,54,2015,50014,0
4021,21,0,3,1,F,0,863.9800376,Broker,B,Condo,13,high,white,40,2015,15010,0
4022,4,1,2,3,M,1,754.7193392,Broker,C,Condo,5.017902929,high,blue,29,2015,80014,0
4023,20,1,2,0,M,0,1015.518607,Broker,B,House,8,low,blue,62,2015,85078,0
4024,5,1,2,0,F,0,1009.149332,Phone,C,House,9,medium,red,34,2015,85027,1
4025,13,0,1,2,M,1,782.7792131,Phone,C,House,14,medium,white,57,2015,85078,0
4026,3,0,3,0,M,0,905.3740703,Phone,B,Tenant,20,low,white,34,2015,50055,1
4027,14,0,1,8,M,1,843.413059,Phone,C,House,14,medium,red,41,2015,15001,0
4028,13,0,1,1,M,1,866.1197134,Phone,B,House,11,high,white,73,2015,50049,1
4029,4,0,1,0,M,0,827.5654833,Phone,C,Tenant,11,medium,blue,35,2015,98023,1
4030,15,0,2,5,F,1,993.499164,Phone,A,Tenant,11,high,white,63,2015,85073,0
4031,22,0,1,1,M,1,965.7512888,Broker,A,Tenant,18,low,red,41,2015,15001,0
4032,18,0,2,3,F,1,903.8411391,Broker,C,House,16,high,blue,54,2015,20119,0
4033,10,0,2,0,F,1,850.4788314,Phone,B,House,13,high,white,41,2015,80034,0
4034,18,0,1,9,M,1,873.6376503,Broker,A,House,17,medium,white,41,2015,85068,0
4035,13,1,2,3,M,1,997.6538679,Phone,B,Tenant,15,high,red,46,2015,15030,0
4036,14,0,1,0,M,0,935.9888846,Broker,A,House,16,high,white,47,2015,80027,1
4037,13,1,1,2,F,1,866.7016763,Online,C,Condo,13,high,white,42,2015,85013,1
4038,0,0,2,0,M,1,1045.256127,Phone,B,House,15,high,red,37,2015,98036,0
4039,6,0,2,1,M,1,943.606224,Broker,C,Tenant,11,high,red,29,2015,80107,0
4040,12,0,1,1,M,1,1006.130937,Broker,C,Tenant,8,high,yellow,50,2015,85060,0
4041,1,1,2,0,F,0,811.4681603,Broker,C,Condo,15,medium,blue,28,2015,50022,0
4042,21,0,3,0,M,1,1003.818009,Broker,C,House,12,medium,white,53,2015,50027,1
4043,5,0,5,0,F,1,983.6824042,Online,B,House,12,high,white,35,2015,85051,0
4044,17,0,2,0,F,0,848.6711212,Broker,B,Tenant,12,high,yellow,45,2015,98009,0
4045,15,0,3,3,F,1,861.4424817,Broker,A,Tenant,13,high,white,40,2015,50052,0
4046,17,0,3,1,M,1,843.167318,Broker,B,House,17,high,white,53,2015,50014,0
4047,11,0,3,5,M,1,790.9298689,Phone,C,Tenant,9,high,red,49,2015,50020,0
4048,7,0,2,0,F,1,995.6489891,Broker,C,House,13,high,yellow,29,2015,98038,1
4049,10,1,1,0,M,1,912.3880389,Broker,B,Tenant,12,high,white,49,2015,85025,0
4050,0,0,1,3,F,1,951.2230189,Broker,A,House,15,medium,red,25,2015,85075,0
4051,12,0,2,11,F,1,825.1051887,Online,A,Condo,22,high,red,41,2015,15025,1
4052,17,0,1,4,F,1,969.7182106,Phone,C,House,19,high,white,93,2015,20119,0
4053,12,0,4,4,M,1,1015.422609,Broker,A,Tenant,15,high,red,50,2015,85070,0
4054,0,1,4,4,M,1,803.0136007,Online,A,House,17,medium,white,21,2015,20102,1
4055,13,0,1,0,F,0,861.3493217,Phone,A,Condo,16,medium,blue,52,2015,98022,0
4056,5,0,2,4,M,1,889.8999132,Broker,C,House,16,medium,red,34,2015,80016,0
4057,4,0,1,1,M,1,723.659493,Broker,A,Tenant,21,high,red,33,2015,50012,0
4058,4,0,1,0,F,0,964.1587559,Broker,C,Condo,18,low,red,27,2015,80022,0
4059,7,0,2,3,M,1,1006.117364,Broker,B,Condo,16,low,red,32,2015,85076,1
4060,6,0,1,1,F,1,918.2491661,Phone,B,House,15,high,blue,34,2015,15001,0
4061,21,1,1,10,M,1,822.0869447,Phone,A,Tenant,14,high,blue,43,2015,15012,0
4062,4,1,2,1,F,0,866.2932294,Phone,C,Condo,29.62768131,high,NA,32,2015,50009,1
4063,9,1,1,0,M,1,851.0689462,Phone,B,Condo,9,high,red,36,2015,50051,0
4064,0,0,5,0,M,0,965.4863056,Broker,B,House,18,high,red,37,2015,15047,0
4065,17,0,5,1,F,1,888.8372267,Broker,B,House,14,high,red,48,2015,15021,0
4066,14,0,8,3,F,1,803.2683538,Broker,B,Condo,18,medium,white,44,2015,80110,0
4067,19,1,2,6,F,1,769.2244943,Broker,C,House,16,medium,red,61,2015,15009,0
4068,23,0,1,4,M,1,903.8379396,Broker,B,House,14,high,blue,43,2015,50021,0
4069,0,0,1,1,M,NA,822.5123567,Phone,A,House,12,high,yellow,39,2015,98021,0
4070,6,0,1,6,F,1,817.7961211,Phone,B,House,10,low,white,26,2015,80033,1
4071,16,0,4,4,M,1,869.8675358,Broker,A,House,17,high,blue,43,2015,50021,0
4072,17,1,3,0,F,0,898.7438068,Broker,C,Tenant,19,high,white,41,2015,98006,0
4073,24,0,1,0,F,0,969.9819301,Phone,C,House,15,high,yellow,43,2015,98005,0
4074,10,0,3,0,M,0,850.9445156,Online,B,House,20,high,white,55,2015,98034,0
4075,14,0,3,1,M,1,851.1204812,Broker,C,House,20,high,red,66,2015,85051,0
4076,0,0,1,0,M,0,956.9034783,Online,B,House,10,high,blue,29,2015,15057,0
4077,17,1,2,2,M,1,830.5109853,Broker,A,Condo,23.54472248,high,blue,43,2015,50059,0
4078,11,0,2,1,F,1,800.9065124,Broker,A,House,20,medium,white,54,2015,50049,0
4079,13,1,3,4,F,1,906.425796,Broker,A,House,20,high,yellow,45,2015,80037,0
4080,7,0,2,1,F,0,735.7109394,Phone,A,Tenant,14,low,white,29,2015,85060,1
4081,6,0,3,0,M,0,982.3394959,Broker,C,House,12,low,white,26,2015,50038,0
4082,1,0,1,0,M,0,834.2006938,Broker,B,Tenant,22,high,yellow,32,2015,50044,0
4083,22,0,1,3,F,1,827.753731,Online,C,House,13,high,white,45,2015,98023,0
4084,17,0,1,0,M,0,940.9211435,Broker,A,House,17,high,blue,53,2015,98006,0
4085,12,0,1,1,F,1,848.4192662,Broker,A,Condo,11,medium,red,54,2015,98021,0
4086,11,0,2,1,M,0,910.3067239,Broker,B,House,14,high,blue,52,2015,98032,0
4087,11,0,3,6,M,1,835.6312732,Broker,C,House,11,high,blue,56,2015,50025,0
4088,15,0,1,0,F,1,784.8835685,Broker,B,House,23,high,white,50,2015,50056,0
4089,1,1,2,4,M,1,1006.372186,Broker,A,House,16,high,white,27,2015,85062,0
4090,6,0,1,4,F,1,983.6863946,Broker,A,House,18,low,red,44,2015,98021,1
4091,13,0,7,3,M,1,867.6996843,Phone,A,House,11,medium,red,53,2015,15012,1
4092,19,0,3,11,F,1,848.2789938,Phone,C,House,18,high,white,50,2015,50034,1
4093,15,0,2,2,F,1,928.1710474,Broker,A,Condo,12,high,white,44,2015,50038,1
4094,14,0,2,9,F,1,727.6529633,Broker,C,House,16,high,blue,57,2015,15009,0
4095,8,0,3,1,M,1,817.467065,Phone,C,Tenant,13,high,white,35,2015,85066,0
4096,9,0,1,4,F,1,917.8670179,Phone,A,Condo,21,medium,white,56,2015,20152,0
4097,19,1,2,0,F,1,837.7576446,Broker,C,House,10,high,blue,46,2015,15057,0
4098,17,1,1,0,M,1,925.7655546,Broker,A,Condo,8,low,blue,47,2015,80018,0
4099,26,1,2,0,F,0,851.410557,Broker,B,House,19,high,yellow,93,2015,80015,0
4100,4,0,2,6,F,1,966.2248541,Broker,A,House,15,medium,white,36,2015,98034,0
4101,4,0,3,1,M,1,1034.467856,Broker,C,House,11,low,red,30,2015,50025,0
4102,14,0,1,0,F,1,929.7965372,Broker,A,House,17,high,blue,62,2015,15015,0
4103,17,0,3,3,F,1,838.6932451,Broker,B,Tenant,14,high,red,39,2015,15010,0
4104,4,0,1,1,M,0,782.8726026,Broker,C,Tenant,19,high,red,33,2015,85069,0
4105,10,0,2,1,M,0,957.3687057,Broker,C,House,11,high,white,40,2015,50058,0
4106,9,0,3,3,M,1,980.3915491,Phone,C,House,13,high,red,73,2015,80002,0
4107,18,0,3,2,F,1,912.6657421,Broker,A,House,17,high,red,52,2015,50028,0
4108,13,0,1,0,M,0,960.6349651,Broker,A,House,11,high,white,43,2015,80110,0
4109,13,0,2,2,M,1,889.3544319,Phone,C,House,15,high,red,61,2015,98021,0
4110,12,0,2,0,M,0,905.3316045,Broker,C,House,18,medium,blue,45,2015,50013,0
4111,3,0,1,1,M,0,863.0063893,Broker,A,Tenant,16,high,blue,27,2015,85075,1
4112,1,1,2,0,M,0,831.0192582,Phone,C,House,17,low,blue,36,2015,15038,1
4113,2,0,3,1,F,1,894.8193766,Broker,C,Condo,17,medium,white,31,2015,85055,0
4114,19,0,1,1,F,1,819.2196617,Online,A,House,9,high,blue,51,2015,80022,0
4115,13,1,1,0,F,1,1099.248066,Broker,A,House,15,high,red,43,2015,20147,0
4116,16,1,2,0,F,1,902.7170313,Broker,C,House,16,high,red,41,2015,98006,0
4117,6,0,1,3,F,1,945.4108723,Broker,B,Condo,14,high,yellow,28,2015,85062,0
4118,7,0,2,1,F,0,909.8963475,Phone,A,House,12,high,blue,32,2015,85034,0
4119,19,0,3,3,M,1,927.3020906,Broker,A,House,19,high,white,53,2015,15019,0
4120,13,0,3,0,M,1,966.3301663,Phone,C,House,11,medium,white,50,2015,85082,1
4121,11,0,1,1,M,1,820.3506967,Broker,B,House,18,low,white,55,2015,15015,1
4122,16,0,1,0,M,1,983.7988674,Broker,A,House,15,high,yellow,50,2015,50025,0
4123,10,0,3,0,F,1,851.7638124,Broker,B,House,13,low,red,56,2015,50005,0
4124,12,0,3,1,F,0,924.9244518,Broker,B,Condo,18,high,yellow,52,2015,85062,0
4125,5,0,2,2,F,1,864.2551738,Broker,C,House,22,medium,blue,29,2015,80027,0
4126,14,0,2,2,F,0,814.8262473,Phone,B,House,25,high,white,49,2015,85007,1
4127,8,1,2,0,M,0,885.4973108,Broker,C,House,10,high,white,38,2015,15059,0
4128,20,0,2,1,M,1,1016.533881,Phone,B,House,12,medium,white,61,2015,50051,0
4129,4,0,3,0,M,0,1003.009066,Phone,C,Condo,14,high,red,32,2015,85034,1
4130,5,1,4,3,F,1,918.8009185,Broker,A,Condo,17,high,yellow,42,2015,15027,1
4131,13,0,1,0,M,1,973.1834196,Broker,C,House,14,medium,white,43,2015,15049,0
4132,4,1,1,0,F,1,695.1412878,Broker,C,House,12,medium,blue,26,2015,80103,1
4133,10,0,3,3,F,1,845.8092354,Broker,C,Condo,22,high,blue,38,2015,50055,0
4134,13,1,3,0,F,1,837.9394499,Broker,B,House,14,high,white,40,2015,50059,0
4135,3,0,1,7,M,1,1006.570678,Broker,C,House,17,high,white,34,2015,80002,0
4136,5,1,3,1,M,1,983.1189934,Broker,A,House,20,high,blue,36,2015,50044,0
4137,3,0,1,0,M,0,847.7874225,Broker,C,Tenant,14,medium,white,33,2015,15052,0
4138,10,0,3,0,F,0,861.8878135,Broker,C,House,13,medium,blue,55,2015,15044,0
4139,16,0,1,0,M,0,813.505102,Phone,A,House,9,high,white,43,2015,85019,1
4140,11,0,2,0,M,0,935.8269128,Online,A,Condo,22,high,blue,48,2015,85075,0
4141,17,0,4,0,F,0,909.3798634,Phone,C,House,23,high,white,40,2015,50047,0
4142,20,0,2,6,F,1,954.6689825,Broker,A,House,12,medium,white,65,2015,98034,0
4143,14,0,1,2,M,1,864.8150599,Phone,A,House,13,high,blue,37,2015,50041,0
4144,14,0,5,1,M,1,878.1343626,Broker,B,House,8,medium,white,51,2015,85013,0
4145,15,0,2,3,F,1,733.3200027,Phone,A,House,19,high,blue,57,2015,80030,0
4146,17,0,1,0,F,1,975.0565481,Phone,C,Tenant,13,high,red,46,2015,80014,0
4147,14,0,2,0,F,1,NA,Phone,C,Condo,15,high,yellow,49,2015,15012,0
4148,6,0,1,1,M,1,920.84032,Broker,C,Tenant,17,high,red,33,2015,50008,0
4149,15,0,4,0,F,0,878.7340271,Broker,B,Condo,11,high,blue,61,2015,20163,0
4150,14,0,4,2,M,1,985.5638059,Broker,C,House,16,medium,red,50,2015,85083,0
4151,16,0,3,1,F,0,773.9138137,Online,A,House,8,high,red,76,2015,80027,0
4152,17,0,1,1,M,1,745.3940344,Broker,C,Tenant,14,medium,blue,46,2015,15025,0
4153,13,0,4,9,M,1,840.1657251,Broker,B,House,15,high,red,39,2015,50014,0
4154,11,0,1,0,M,0,884.246678,Phone,C,Tenant,19,low,red,49,2015,85022,1
4155,22,0,4,1,F,1,990.9390035,Broker,C,Condo,11,high,blue,42,2015,50039,0
4156,23,1,3,0,F,0,1009.14659,Broker,B,House,16,high,white,54,2015,85069,0
4157,10,0,2,1,M,0,967.8319811,Broker,C,House,18,high,red,52,2015,15025,0
4158,8,0,1,0,M,0,957.1877052,Broker,C,House,11,low,white,27,2015,50055,1
4159,8,0,1,11,M,1,887.8522699,Phone,C,House,23,high,white,51,2015,98012,1
4160,7,0,2,4,M,1,894.579378,Broker,C,Condo,NA,high,blue,32,2015,85070,1
4161,14,0,4,0,F,1,883.523461,Broker,C,House,9,low,blue,48,2015,20132,1
4162,17,0,5,0,M,0,953.7921396,Phone,A,House,16,high,white,48,2015,50001,0
4163,11,1,3,1,M,1,843.3104342,Broker,C,House,10,high,red,44,2015,15057,0
4164,20,0,2,1,F,0,889.5755493,Broker,B,Tenant,9,medium,white,61,2015,15037,0
4165,16,0,2,0,F,0,904.4825473,Broker,C,Condo,13,high,white,42,2015,85003,0
4166,19,1,1,0,F,1,862.818687,Online,B,House,11,low,white,46,2015,20142,1
4167,17,0,2,0,M,0,829.5386824,Broker,C,House,19,high,red,47,2015,50049,0
4168,5,0,1,0,M,0,860.9065988,Broker,A,Tenant,13,high,red,31,2015,85011,0
4169,15,0,1,0,M,0,891.1781561,Broker,A,House,14,high,white,65,2015,85013,0
4170,13,0,3,0,M,0,848.288692,Broker,C,Tenant,8,medium,white,39,2015,50007,1
4171,20,0,2,1,F,1,817.6459531,Phone,B,House,13,high,red,45,2015,85065,0
4172,4,0,2,4,M,1,912.6507452,Broker,C,House,16,high,blue,28,2015,15060,0
4173,5,1,1,0,F,0,784.6453189,Broker,C,House,15,high,red,28,2015,15003,0
4174,4,0,2,0,F,0,811.9339277,Broker,C,Condo,14,medium,white,27,2015,50027,0
4175,16,0,3,3,M,1,879.3023914,Phone,C,Condo,15,high,white,43,2015,80015,0
4176,13,0,2,5,M,1,1019.900978,Online,B,Condo,14,high,blue,63,2015,50051,0
4177,6,1,2,0,F,1,797.2558706,Broker,B,House,21,high,blue,26,2015,80035,0
4178,4,0,4,2,M,0,944.2715445,Broker,A,House,17,high,red,30,2015,15018,0
4179,7,0,5,1,M,1,807.9252578,Broker,C,House,16,medium,blue,29,2015,50026,1
4180,19,0,1,3,F,1,804.1228555,Phone,A,House,12,high,yellow,41,2015,50035,0
4181,25,0,1,1,F,1,904.2814631,Broker,C,House,13,high,red,52,2015,85051,1
4182,17,0,2,0,M,0,918.8758084,Broker,B,House,21,high,blue,57,2015,80035,0
4183,14,0,3,5,F,1,936.4488474,Broker,C,House,11,medium,blue,87,2015,50020,0
4184,11,0,1,0,M,1,968.0844449,Phone,C,House,9,medium,white,38,2015,15021,1
4185,16,0,3,0,F,0,910.4131143,Broker,A,House,12,medium,white,43,2015,98001,1
4186,6,0,1,3,M,1,906.1235625,Phone,C,Condo,15,high,white,34,2015,50020,0
4187,10,0,1,0,M,0,957.2066971,Broker,A,House,15,high,blue,51,2015,50028,0
4188,12,1,1,4,F,1,978.4991424,Broker,B,House,15,low,yellow,76,2015,50039,0
4189,4,0,3,0,F,0,861.3525461,Phone,C,Condo,9,high,white,28,2015,50031,0
4190,21,0,2,0,M,0,911.6375384,Broker,C,Condo,15,high,white,46,2015,80110,0
4191,13,0,2,2,M,1,854.6346762,Broker,A,House,17,medium,blue,42,2015,85024,0
4192,6,0,3,1,M,1,899.5290592,Phone,C,Tenant,30,high,white,36,2015,80046,1
4193,20,0,1,0,M,1,741.905399,Phone,C,Tenant,23,high,blue,49,2015,85060,0
4194,16,0,1,2,F,1,909.3318144,Broker,C,House,16,high,white,73,2015,85022,0
4195,16,0,3,7,M,1,763.575173,Phone,C,House,17,high,red,43,2015,80003,1
4196,3,0,4,0,F,0,885.4097181,Online,B,House,8,low,white,25,2015,85069,1
4197,0,0,2,1,M,0,861.6907183,Broker,B,House,16,medium,white,25,2015,80035,0
4198,16,0,4,5,F,1,929.9262787,Broker,C,Tenant,17,low,red,49,2015,50021,0
4199,16,0,2,4,M,1,776.3091293,Phone,C,House,14,medium,white,61,2015,85065,1
4200,14,0,2,3,M,1,929.5145911,Phone,A,House,16,high,yellow,46,2015,15021,0
